Model,Intercept_CO2,TIME_CO2,TIME_CO2_pvalue,TIME_CO2_r2,Intercept_CH4,TIME_CH4,TIME_CH4_pvalue,TIME_CH4_r2,Date,TimeLog,JarID,Time,T.Air,A.Pressure,Volume,Soil_jar,Area,Label,STAGE_1,STAGE_2,STAGE_3,one_hour,two_min,four_hour,eight_hour,PRE_WET,twenty_four_hour,finalC02_flux,finalCH4_flux,finalC02_flux_byarea,finalCH4_flux_byarea,finalC02flux_gSoil,finalCH4flux_gSoil,finalC02flux_gSoil_hr,finalCH4flux_gSoil_hr
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103000_31,-18516.66912,0.505105683,4.53093359037656e-79,0.948351582,1321.811488,0.017463362,2.06873763246793e-62,0.902155119,7/29/2024,103000,31,10H 30M 0S,30.23,766,160,60.903,27.8,35-20,NA,NA,NA,NA,NA,NA,NA,35-20,NA,0.003538191,0.000122328,0.000127227,4.39871595905304e-06,5.80955125363283e-05,2.00857100635437e-06,0.209143845,0.007230856
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103400_20,-39228.66628,1.046566643,5.98971716652845e-137,0.994394952,732.2391647,0.033386282,5.76173947685474e-121,0.989649815,7/29/2024,103400,20,10H 34M 0S,30.23,766,160,62.457,27.8,35-90,NA,NA,NA,NA,NA,NA,NA,35-90,NA,0.007331046,0.000233866,0.000263612,8.40942155275042e-06,0.000117377,3.7444321693325e-06,0.42255897,0.013479956
29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103800_84,-412.0358332,0.023893699,7.52980508329463e-44,0.800718946,1616.054632,0.01016334,3.26747551922762e-58,0.885066858,7/29/2024,103800,84,10H 38M 0S,30.23,766,160,NA,27.8,BLANK,NA,NA,NA,NA,NA,NA,NA,BLANK,NA,0.000167372,7.11927051611301e-05,6.01840557983205e-06,2.55996782312586e-06,NA,NA,NA,NA
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113300_01,-4916.712538,0.134235033,1.75323209785828e-87,0.962597188,1553.649344,0.010486285,2.47348530338028e-52,0.856016837,7/30/2024,113300,1,11H 33M 0S,30.86,765.8,160,63.574,27.8,25-90,NA,NA,NA,NA,NA,NA,NA,NA,25-90,0.000938103,7.32835293283339e-05,3.37325841883965e-05,2.63515028149349e-06,1.47560795293674e-05,1.15272799144829e-06,0.053121886,0.004149821
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113600_02,-5614.458207,0.150488836,4.41184446329301e-119,0.988873811,1747.231347,0.005777623,1.85410879054886e-39,0.764229265,7/30/2024,113600,2,11H 36M 0S,30.86,765.8,160,62.698,27.8,25-90,NA,NA,NA,NA,NA,NA,NA,NA,25-90,0.001051693,4.03769876136774e-05,3.78170824870179e-05,1.45188736474928e-06,1.67739481323168e-05,6.43991636314992e-07,0.060386213,0.00231837
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114100_03,-4851.930056,0.129725478,2.81894691287591e-116,0.98805884,1703.365804,0.006426568,2.540971650595e-45,0.814273858,7/30/2024,114100,3,11H 41M 0S,30.86,765.8,160,62.929,27.8,25-90,NA,NA,NA,NA,NA,NA,NA,NA,25-90,0.000906588,4.4912150316192e-05,3.25993556786932e-05,1.61496405308134e-06,1.4406521635494e-05,7.13695598471166e-07,0.051863478,0.002569304
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114400_07,-5256.258735,0.139994267,6.58388894228076e-93,0.969625613,1774.829781,0.00477495,4.15550681660496e-27,0.621903214,7/30/2024,114400,7,11H 44M 0S,30.86,765.8,160,62.643,27.8,25-50,NA,NA,NA,NA,NA,NA,NA,NA,25-50,0.000978352,3.33697929580791e-05,3.51798504054957e-05,1.19992063855013e-06,1.56178982488067e-05,5.32697874592199e-07,0.056224434,0.001917712
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114700_08,-5893.800211,0.154201896,9.48379235155433e-99,0.975724315,1814.22017,0.003856177,9.23268405391746e-28,0.63122017,7/30/2024,114700,8,11H 47M 0S,30.86,765.8,160,62.965,27.8,25-50,NA,NA,NA,NA,NA,NA,NA,NA,25-50,0.001077642,2.69489367407437e-05,3.87501557226627e-05,9.69037639005527e-07,1.71149368696895e-05,4.27998677689886e-07,0.061613773,0.001540795
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115000_09,-6579.834275,0.172310567,1.62283960956719e-94,0.971443121,1868.255503,0.002549658,9.56633946899711e-14,0.371219275,7/30/2024,115000,9,11H 50M 0S,30.86,765.8,160,61.917,27.8,25-50,NA,NA,NA,NA,NA,NA,NA,NA,25-50,0.001204194,1.78183147754991e-05,4.33007729504686e-05,6.40716101240529e-07,1.94485197926256e-05,2.8777742422112e-07,0.070014671,0.001035999
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115300_13,-19967.96834,0.485638244,8.38975301251534e-103,0.979220727,1866.771733,0.002590171,1.67974465258419e-11,0.315543818,7/30/2024,115300,13,11H 53M 0S,30.86,765.8,160,60.979,27.8,25-20,NA,NA,NA,NA,NA,NA,NA,NA,25-20,0.003393889,1.81014384167835e-05,0.000122038,6.50896742782577e-07,5.56566850883091e-05,2.96847085337305e-07,0.200364066,0.00106865
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120200_15,-14269.07064,0.346456517,8.62836028613996e-105,0.981376491,1841.586587,0.003259247,5.81425614077912e-19,0.487064471,7/30/2024,120200,15,12H 2M 0S,30.86,765.8,160,61.495,27.8,25-20,NA,NA,NA,NA,NA,NA,NA,NA,25-20,0.002421216,2.2777285395256e-05,8.70627684480826e-05,8.19032196880834e-07,3.93725668753557e-05,3.70392477360046e-07,0.141741241,0.001333413
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120500_14,-15986.89236,0.382576933,4.46786234159985e-94,0.973481677,1698.089754,0.006207876,1.25767247819361e-43,0.807137545,7/30/2024,120500,14,12H 5M 0S,30.86,765.8,160,61.789,27.8,25-20,NA,NA,NA,NA,NA,NA,NA,NA,25-20,0.002673644,4.33838196929701e-05,9.61396462903238e-05,1.56000789978317e-06,4.32705497742317e-05,7.02128529236112e-07,0.155773979,0.002527663
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120800_26,-13768.4554,0.330596509,7.73377049684995e-106,0.981505213,1785.486365,0.004108076,1.01198989433042e-27,0.630658459,7/30/2024,120800,26,12H 8M 0S,30.86,765.8,160,62.125,27.8,35-50,NA,NA,NA,NA,NA,NA,NA,NA,35-50,0.002310378,2.87093376523049e-05,8.3077228684033e-05,1.03233864265749e-06,3.71891830985916e-05,4.62122135248369e-07,0.133881059,0.00166364
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121100_27,-13009.23999,0.312318844,2.7271017709526e-142,0.995433803,1687.030458,0.006435211,6.27201101835031e-44,0.801323848,7/30/2024,121100,27,12H 11M 0S,30.86,765.8,160,61.987,27.8,35-50,NA,NA,NA,NA,NA,NA,NA,NA,35-50,0.002182644,4.49725507961265e-05,7.84841442303632e-05,1.61713595095744e-06,3.52113185022666e-05,7.25515846808629e-07,0.126760747,0.002611857
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121400_31,-30101.77656,0.700782173,2.48053954570793e-101,0.978014354,1782.542333,0.004226177,1.52317165799639e-27,0.628145008,7/30/2024,121400,31,12H 14M 0S,30.86,765.8,160,60.903,27.8,35-20,NA,NA,NA,NA,NA,NA,NA,NA,35-20,0.004897425,2.95346915625374e-05,0.000176103,1.06201695658171e-06,8.04135264272696e-05,4.84946415817569e-07,0.289488695,0.001745807
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121700_25,-16950.01046,0.39943299,6.554492612196e-101,0.977655474,1762.26551,0.004618781,3.86351369353911e-26,0.607661765,7/30/2024,121700,25,12H 17M 0S,30.86,765.8,160,62.259,27.8,35-50,NA,NA,NA,NA,NA,NA,NA,NA,35-50,0.002791442,3.22784044354485e-05,0.000100375,1.16067617531278e-06,4.48359594596765e-05,5.18453628157351e-07,0.161409454,0.001866433
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122000_32,-31681.05002,0.732262678,2.64132778898822e-119,0.988968528,1859.403094,0.002653418,5.94669766128646e-16,0.421680345,7/30/2024,122000,32,12H 20M 0S,30.86,765.8,160,61.491,27.8,35-20,NA,NA,NA,NA,NA,NA,NA,NA,35-20,0.005117427,1.85434438404996e-05,0.000184014,6.66790501276505e-07,8.32223740059521e-05,3.01563543290882e-07,0.299600546,0.001085629
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122400_19,-4490.152558,0.115666034,2.5465622930608e-19,0.491182065,13588.8216,-0.259195892,3.70739086656768e-23,0.560380529,7/30/2024,122400,19,12H 24M 0S,30.86,765.8,160,62.472,27.8,35-90,NA,NA,NA,NA,NA,NA,NA,NA,35-90,0.000808333,-0.001811394,2.90662887982687e-05,-6.51E-05,1.29391247278781e-05,-2.90E-05,0.046580849,-0.104383058
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122700_33,-34471.98292,0.787672442,1.70716896963314e-103,0.979764787,1643.716486,0.007228547,1.19752158201382e-47,0.827703984,7/30/2024,122700,33,12H 27M 0S,30.86,765.8,160,62.72,27.8,35-20,NA,NA,NA,NA,NA,NA,NA,NA,35-20,0.005504658,5.05167860164173e-05,0.000197938,1.81649715988556e-06,8.77655931122449e-05,8.05433450516857e-07,0.315956135,0.00289956
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123000_21,-10429.8833,0.245175173,3.88675882003076e-128,0.992139667,1168.173217,0.01762799,1.79980550010404e-98,0.975463764,7/30/2024,123000,21,12H 30M 0S,30.86,765.8,160,62.606,27.8,35-90,NA,NA,NA,NA,NA,NA,NA,NA,35-90,0.00171341,0.000123193,6.16112795604895e-05,4.42982466326278e-06,2.73681436284062e-05,1.96775069482158e-06,0.098525317,0.007083903
30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123500_20,-17802.30439,0.406253026,7.78753352359804e-158,0.997485276,1507.890115,0.010049831,3.32013718219066e-63,0.90509105,7/30/2024,123500,20,12H 35M 0S,30.86,765.8,160,62.457,27.8,35-90,NA,NA,NA,NA,NA,NA,NA,NA,35-90,0.002839104,7.02333685989633e-05,0.000102089,2.52547172236474e-06,4.5456938373601e-05,1.12450755878386e-06,0.163644978,0.004048227
